,area,bbox-0,bbox-1,bbox-2,bbox-3,bbox-4,bbox-5,bbox_area,label,major_axis_length,minor_axis_length,extent,solidity
0,387781,0,0,0,76,134,107,1089688,255,167.7730008821935,66.82475157464266,0.35586424738090167,0.8915120583028715
